"Country/Territory";"Epidemiological Weeks";"Suspected";"Confirmed";"Imported cases";"Incidence Ratec";"Deaths";"Populatione X 1000"
"Aruba";"Week 46";"250";"59";"12";"283.5";"0";"109"
"Bahamas";"Week 37";NULL;"79";"4";"21";"0";"377"
"Barbados";"Week 49";"1";"84";"8";"550.5";"0";"289"
"Cayman Islands";"Week 42";NULL;"25";"3";"46.3";"0";"54"
"Curacao";"Week 44";"1";"835";"7";"1,818.4";"0";"147"
"Dominica";"Week 46";"3";"173";NULL;"5,152.1";"0";"73"
"Grenada";"Week 41";"2";"26";NULL;"2,592.7";"0";"110"
"Guyana";"Week 31";NULL;"76";NULL;"9.5";"0";"800"
"Jamaica";"Week 49";"1";"76";"2";"45.9";"0";"2,784"
"Montserrat";"Week 44";"8";"11";NULL;"380";"0";"5"
"Saint Kitts and Nevis";"Week 44";"432";"27";NULL;"900";"0";"51"
"Saint Lucia";"Week 45";"702";"195";NULL;"550.3";"0";"163"
"Saint Vincent and the Grenadines";"Week 47";"1";"170";NULL;"1,348.5";"0";"103"
"Sint Maarten (Dutch part)Ξ";"Week 44";NULL;"425";NULL;"1,062.5";"0";"40"
"Suriname`";"Week 43";NULL;"1,210";"14";"224.5";"1";"539"
"Trinidad and Tobago";"Week 42";NULL;"177";"3";"13.2";"0";"1,341"
"Turks and Caicos Islands";"Week 44";NULL;"19";"7";"39.6";"0";"48"
"Virgin Islands (UK)";"Week 41";NULL;"44";NULL;"137.5";"0";"32"
"Virgin Islands (US)";"Week 46";"1";"185";"6";"1,377.1";"1";"105"
"Subtotal";NULL;"16";"3,963";"68";"277.6";"2";"7,276"
"TOTAL";NULL;"975";"18,89";"2,314";"103.1";"15";"964,34"
"Country/Territory";"Weeka";"0";NULL;"Impor";"Inciden";"De";"Popula"
NULL;NULL;"0";"Confi";NULL;NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";"Week 46";"7";"3";NULL;"14.5";"0";"69"
"Canada";"Week 32";NULL;"0";"8";"0";"0";"35,182"
"Mexico";"Week 49";NULL;"74";"13";"0.1";"0";"118,12"
"United States of America >";"Week 49";NULL;"11";"1,900";"0";"0";"320,05"
"Subtotal";NULL;"7";"88";"1,921";"0";"0";"473,43"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";"Week 44";NULL;"3";NULL;"0.9";"0";"332"
"Costa Rica";"Week 50";NULL;"7";"33";"0.1";"0";"4,872"
"El Salvador";"Week 47";"135";"157";NULL;"2,135.4";"0";"6,340"
"Guatemala";"Week 48";"579";"49";NULL;"4.1";"0";"15,468"
"Honduras";"Week 47";"1";"9";"5";"17.2";"0";"8,098"
"Nicaragua*";"Week 49";"1";"542";"40";"35.2";"0";"6,080"
"Panama";"Week 47";NULL;"32";"28";"0.8";"0";"3,864"
"Subtotal";NULL;"138";"799";"106";"309.8";"0";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";"Week 42";NULL;NULL;"20";"0";"0";"11,266"
"Dominican Republic";"Week 45";"524";"84";NULL;"5,040.2";"6";"10,404"
"French Guiana";"Week 48";"8";"5,020";NULL;"5,298.0";"0";"249"
"Guadaloupe";"Week 46";"80";"430";NULL;"17,466.";"59";"466"
"Haiti";"Week 28";"64";"14";NULL;"627.2";"0";"10,317"
"Martinique";"Week 46";"78";"1,515";NULL;"61,430.";"76";"404"
"Puerto Ricoe";"Week 46";"22";"3,732";"31";"709.9";"5";"3,688"
"Saint Barthelemy";"Week 46";"1";"142";NULL;"12,988.";"0";"9"
"Saint Martin (French part)";"Week 46";"3";"793";NULL;"12,787.";"3";"36"
"Subtotal";NULL;"783";"11,73";"51";"2,159.2";"14";"36,839"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"Week 46";NULL;"0";"4";"0";"0";"10,671"
"Colombia";"Week 48";"45";"377";"26";"95";"3";"48,321"
"Ecuador";"Week 40";NULL;"0";"1";"0";"0";"15,738"
"Peru";"Week 42";NULL;"0";"7";"0";"0";"30,376"
"Venezuela";"Week 46";"26";"1,866";"70";"93";"0";"30,405"
"Subtotal";NULL;"71";"2,243";"108";"55";"3";"135,51"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"Week 49";NULL;NULL;"24";"0";"0";"41,446"
"Brazil";"Week 46";"792";"1,303";"71";"1";"0";"200,36"
"Chile";"Week 50";NULL;"0";"14";"0";"0";"17,620"
"Paraguay";"Week 48";NULL;"1";"7";"0";"0";"6,802"
"Subtotal";NULL;"792";"1,304";"116";"1";"0";"266,23"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 48";"31";"49";"2";"500";"0";"16"
"Antigua and Barbuda";"Week 45";"1";"18";NULL;"1,574.4";"0";"90"
"Aruba";"Week 48";"282";"66";"12";"319.3";"0";"109"
"Bahamas";"Week 37";NULL;"79";"4";"21";"0";"377"
"Barbados";"Week 50";"1";"84";"8";"554";"0";"289"
"Cayman Islands";"Week 48";"148";"37";"3";"342.6";"0";"54"
"Curacao";"Week 44";"1";"835";"7";"1,818.4";"0";"147"
"Dominica";"Week 46";"3";"173";NULL;"5,152.1";"0";"73"
"Grenada";"Week 46";"3";"26";NULL;"2,814.5";"0";"110"
"Guyana";"Week 31";NULL;"76";NULL;"9.5";"0";"800"
"Jamaica";"Week 49";"1";"76";"2";"45.9";"0";"2,784"
"Montserrat";"Week 48";"59";"14";NULL;"1,460.0";"0";"5"
"Saint Kitts and Nevis";"Week 44";"432";"27";NULL;"900";"0";"51"
"Saint Lucia";"Week 49";"678";"199";NULL;"538";"0";"163"
"Saint Vincent and the Grenadines";"Week 47";"1";"170";NULL;"1,348.5";"0";"103"
"Sint Maarten (Dutch part)Ξ";"Week 44";NULL;"470";NULL;"1,175.0";"0";"40"
"Suriname`";"Week 43";NULL;"1,210";"14";"224.5";"1";"539"
"Trinidad and Tobago";"Week 42";NULL;"177";"3";"13.2";"0";"1,341"
"Turks and Caicos Islands";"Week 44";NULL;"19";"7";"39.6";"0";"48"
"Virgin Islands (UK)";"Week 47";"347";"47";NULL;"1,231.3";"0";"32"
"Virgin Islands (US)";"Week 47";"1";"193";"6";"1,406.7";"2";"105"
"Subtotal";NULL;"17";"4,045";"68";"290.5";"3";"7,276"
"TOTAL";NULL;"1";"20,20";"2,370";"107.1";"15";"964,34"
"Country/Territory";"a";"0";NULL;"Impor";"c";"De";"Popula"
NULL;"Week";NULL;NULL;NULL;"Inciden";NULL;NULL
NULL;NULL;"0";"Confi";NULL;NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";"Week 46";"7";"3";NULL;"14.5";"0";"69"
"Canada";"Week 32";NULL;"0";"8";"0";"0";"35,182"
"Mexico";"Week 51";NULL;"82";"13";"0.1";"0";"118,12"
"United States of America >";"Week 51";NULL;"11";"2,010";"0";"0";"320,05"
"Subtotal";NULL;"7";"96";"2,031";"0";"0";"473,43"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";"Week 44";NULL;"3";NULL;"0.9";"0";"332"
"Costa Rica^";"Week 51";"185";"13";"40";"4.1";"0";"4,872"
"El Salvador";"Week 47";"135";"157";NULL;"2,135.4";"0";"6,340"
"Guatemala#";"Week 48";"21";"198";NULL;"142.6";"0";"15,468"
"Honduras";"Week 47";"1";"9";"5";"17.2";"0";"8,098"
"Nicaragua*";"Week 50";"1";"1,918";"40";"57.8";"0";"6,080"
"Panama";"Week 47";NULL;"32";"28";"0.8";"0";"3,864"
"Subtotal";NULL;"160";"2,330";"113";"360.9";"0";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";"Week 42";NULL;NULL;"20";"0";"0";"11,266"
"Dominican Republic";"Week 45";"524";"84";NULL;"5,040.2";"6";"10,404"
"French Guiana";"Week 50";"9";"5,020";NULL;"5,650.6";"0";"249"
"Guadaloupe";"Week 50";"81";"430";NULL;"17,517.";"67";"466"
"Haiti";"Week 28";"64";"14";NULL;"627.2";"0";"10,317"
"Martinique";"Week 50";"72";"1,515";NULL;"56,703.";"83";"404"
"Puerto Ricoe";"Week 46";"22";"3,732";"31";"709.9";"5";"3,688"
"Saint Barthelemy";"Week 50";"1";"142";NULL;"17,247.";"0";"9"
"Saint Martin (French part)";"Week 50";"4";"793";NULL;"15,755.";"3";"36"
"Subtotal";NULL;"780";"11,73";"51";"2,149.5";"16";"36,839"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"Week 46";NULL;"0";"4";"0";"0";"10,671"
"Colombia";"Week 49";"52";"384";"26";"110";"3";"48,321"
"Ecuador";"Week 49";NULL;"0";"7";NULL;"0";"15,738"
"Peru";"Week 42";NULL;"0";"7";"0";"0";"30,376"
"Venezuela";"Week 51";"34";"2,303";"70";"122";"0";"30,405"
"Subtotal";NULL;"87";"2,687";"114";"67";"3";"135,51"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"Week 50";NULL;NULL;"28";"0";"0";"41,446"
"Brazil";"Week 46";"792";"1,303";"71";"1";"0";"200,36"
"Chile";"Week 51";NULL;"0";"17";"0";"0";"17,620"
"Paraguay";"Week 48";NULL;"1";"7";"0";"0";"6,802"
"Subtotal";NULL;"792";"1,304";"123";"1";"0";"266,23"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 48";"31";"49";"2";"500";"0";"16"
"Antigua and Barbuda";"Week 47";"1";"18";NULL;"1,591.1";"0";"90"
"Aruba";"Week 49";"350";"66";"12";"381.7";"0";"109"
"Bahamas";"Week 51";NULL;"92";"5";"24.4";"0";"377"
"Barbados";"Week 50";"1";"88";"8";"567.8";"0";"289"
"Cayman Islands";"Week 49";"152";"41";"3";"357.4";"0";"54"
"Curacao";"Week 44";"1";"835";"7";"1,818.4";"0";"147"
"Dominica";"Week 46";"3";"173";NULL;"5,152.1";"0";"73"
"Grenada";"Week 46";"3";"26";NULL;"2,814.5";"0";"110"
"Guyana";"Week 31";NULL;"76";NULL;"9.5";"0";"800"
"Jamaica";"Week 49";"1";"78";"2";"46";"0";"2,784"
"Montserrat";"Week 48";"59";"14";NULL;"1,460.0";"0";"5"
"Saint Kitts and Nevis";"Week 44";"432";"27";NULL;"900";"0";"51"
"Saint Lucia";"Week 49";"678";"199";NULL;"538";"0";"163"
"Saint Vincent and the Grenadines";"Week 47";"1";"170";NULL;"1,348.5";"0";"103"
"Sint Maarten (Dutch part)Ξ";"Week 44";NULL;"470";NULL;"1,175.0";"0";"40"
"Suriname`";"Week 43";NULL;"1,210";"14";"224.5";"1";"539"
"Trinidad and Tobago";"Week 42";NULL;"177";"3";"13.2";"0";"1,341"
"Turks and Caicos Islands";"Week 44";NULL;"19";"7";"39.6";"0";"48"
"Virgin Islands (UK)";"Week 47";"347";"47";NULL;"1,231.3";"0";"32"
"Virgin Islands (US)";"Week 48";"2";"262";"6";"2,167.6";"1";"105"
"Subtotal";NULL;"17";"4,137";"69";"303.5";"2";"7,276"
"TOTAL";NULL;"1";"22,28";"2,501";"110.8";"16";"964,34"
"Country/Territory";"a";"0";NULL;"Impor";"c";"De";"Popula"
NULL;"Week";NULL;NULL;NULL;"Inciden";NULL;NULL
NULL;NULL;"0";"Confi";NULL;NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";"Week 46";"7";"3";NULL;"14.5";"0";"69"
"Canada";"Week 32";NULL;"0";"8";"0";"0";"35,182"
"Mexico";"Week 52";NULL;"131";"13";"0.1";"0";"118,12"
"United States of America >";"Week 51";NULL;"11";"2,010";"0";"0";"320,05"
"Subtotal";NULL;"7";"145";"2,031";"0";"0";"473,43"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";"Week 44";NULL;"3";NULL;"0.9";"0";"332"
"Costa Rica^";"Week 51";"185";"13";"40";"4.1";"0";"4,872"
"El Salvador";"Week 47";"135";"157";NULL;"2,135.4";"0";"6,340"
"Guatemala#";"Week 48";"21";"198";NULL;"142.6";"0";"15,468"
"Honduras";"Week 50";"4";"9";"5";"50.4";"0";"8,098"
"Nicaragua*";"Week 50";"1";"1,918";"40";"57.8";"0";"6,080"
"Panama";"Week 48";NULL;"22";"32";"0.6";"0";"3,864"
"Subtotal";NULL;"162";"2,320";"117";"366.8";"0";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";"Week 42";NULL;NULL;"20";"0";"0";"11,266"
"Dominican Republic";"Week 45";"524";"84";NULL;"5,040.2";"6";"10,404"
"French Guiana";"Week 50";"9";"5,020";NULL;"5,650.6";"0";"249"
"Guadaloupe";"Week 50";"81";"430";NULL;"17,517.";"67";"466"
"Haiti";"Week 28";"64";"14";NULL;"627.2";"0";"10,317"
"Martinique";"Week 50";"72";"1,515";NULL;"56,703.";"83";"404"
"Puerto Ricoe";"Week 48";"24";"4,164";"31";"766.6";"5";"3,688"
"Saint Barthelemy";"Week 50";"1";"142";NULL;"17,247.";"0";"9"
"Saint Martin (French part)";"Week 50";"4";"793";NULL;"15,755.";"3";"36"
"Subtotal";NULL;"781";"12,16";"51";"2,155.2";"16";"36,839"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"Week 46";NULL;"0";"4";"0";"0";"10,671"
"Colombia";"Week 51";"74";"416";"26";"154";"3";"48,321"
"Ecuador";"Week 51";NULL;"3";"7";NULL;"0";"15,738"
"Peru";"Week 52";NULL;"0";"11";"0";"0";"30,376"
"Venezuela";"Week 51";"34";"2,303";"70";"122";"0";"30,405"
"Subtotal";NULL;"108";"2,722";"118";"82";"3";"135,51"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"Week 50";NULL;NULL;"28";"0";"0";"41,446"
"Brazil";"Week 46";"792";"1,303";"71";"1";"0";"200,36"
"Chile";"Week 51";NULL;"0";"17";"0";"0";"17,620"
"Paraguay";"Week 48";NULL;"1";"7";"0";"0";"6,802"
"Subtotal";NULL;"792";"1,304";"123";"1";"0";"266,23"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 48";"31";"49";"2";"500";"0";"16"
"Antigua and Barbuda";"Week 47";"1";"18";NULL;"1,591.1";"0";"90"
"Aruba";"Week 49";"350";"66";"12";"381.7";"0";"109"
"Bahamas";"Week 51";NULL;"92";"5";"24.4";"0";"377"
"Barbados";"Week 50";"1";"88";"8";"567.8";"0";"289"
"Cayman Islands";"Week 49";"152";"41";"3";"357.4";"0";"54"
"Curacao";"Week 44";"1";"835";"7";"1,818.4";"0";"147"
"Dominica";"Week 46";"3";"173";NULL;"5,152.1";"0";"73"
"Grenada";"Week 46";"3";"26";NULL;"2,814.5";"0";"110"
"Guyana";"Week 31";NULL;"76";NULL;"9.5";"0";"800"
"Jamaica";"Week 51";"1";"87";"2";"52.3";"0";"2,784"
"Montserrat";"Week 48";"59";"14";NULL;"1,460.0";"0";"5"
"Saint Kitts and Nevis";"Week 44";"432";"27";NULL;"900";"0";"51"
"Saint Lucia";"Week 49";"678";"199";NULL;"538";"0";"163"
"Saint Vincent and the Grenadines";"Week 47";"1";"170";NULL;"1,348.5";"0";"103"
"Sint Maarten (Dutch part)Ξ";"Week 44";NULL;"470";NULL;"1,175.0";"0";"40"
"Suriname`";"Week 43";NULL;"1,210";"14";"224.5";"1";"539"
"Trinidad and Tobago";"Week 42";NULL;"177";"3";"13.2";"0";"1,341"
"Turks and Caicos Islands";"Week 44";NULL;"19";"7";"39.6";"0";"48"
"Virgin Islands (UK)";"Week 47";"347";"47";NULL;"1,231.3";"0";"32"
"Virgin Islands (US)";"Week 49";"1";"259";"8";"1,474.3";"1";"105"
"Subtotal";NULL;"17";"4,143";"71";"295.9";"2";"7,276"
"TOTAL";NULL;"1";"22,79";"2,511";"113.5";"16";"964,34"
NULL;"Weeka";"0";NULL;NULL;"Inciden";"De";"Popula"
NULL;NULL;"0";NULL;"Confi";NULL;NULL;"X 1000"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";NULL;NULL;NULL;"0";"0";"0";"332"
"Costa Rica";NULL;NULL;NULL;"0";"0";"0";"4,872"
"El Salvador";"Week 27";"1";NULL;"8";"24";"0";"6,340"
"Guatemala";NULL;NULL;NULL;"0";"0";"0";"15,468"
"Honduras";NULL;NULL;NULL;"0";"0";"0";"8,098"
"Nicaragua";NULL;NULL;NULL;"0";"0";"0";"6,080"
"Panama";NULL;NULL;NULL;"0";"0";"0";"3,864"
NULL;NULL;"1";NULL;"8";"3.4";"0";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";NULL;NULL;NULL;"0";"0";"0";"11,266"
"Dominican Republic";"Week 27";"165";NULL;"18";"1,590.3";"3";"10,404"
"French Guiana*";"Week 24";NULL;NULL;"390";"156.6";"0";"249"
"Guadaloupe";"Week 24";"40";NULL;"1,328";"8,954.5";"3";"466"
"Haiti";"Week 26";"51";NULL;"14";"502.5";"0";"10,317"
"Martinique";"Week 24";"35";NULL;"1,515";"9,038.4";"12";"404"
"Puerto Rico";"Week 27";"180";NULL;"48";"6.2";"0";"3,688"
"Saint Barthelemy";"Week 24";"620";NULL;"142";"8,561.8";"0";"9"
"Saint Martin (French part)";"Week 24";"3";NULL;"793";"11,832.";"3";"36"
NULL;NULL;"296";NULL;"4,248";"817.5";"21";"36,839"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 13";NULL;NULL;"33";"206.3";"0";"16"
"Antigua and Barbuda";"Week 20";NULL;NULL;"4";"4.4";"0";"90"
"Aruba&";"Week 27";NULL;NULL;"3";"2.8";"0";"109"
"Bahamas";NULL;NULL;NULL;"0";"0";"0";"377"
"Barbados";NULL;NULL;NULL;"0";"0";"0";"289"
"Cayman Islands";NULL;NULL;NULL;"0";"0";"0";"54"
"Curacao";NULL;NULL;NULL;"0";"0";"0";"147"
"Dominica";"Week 25";"3";NULL;"141";"4,442.5";"0";"73"
"Grenada";"Week 26";NULL;NULL;"5";"4.5";"0";"110"
"Guyana";"Week 23";NULL;NULL;"16";"2";"0";"800"
"Jamaica";NULL;NULL;NULL;"0";"0";"0";"2,784"
"Montserrat";NULL;NULL;NULL;"0";"0";"0";"5"
"Saint Kitts and Nevis";"Week 21";"31";NULL;"28";"115.7";"0";"51"
"Saint Lucia";"Week 23";"214";NULL;"30";"149.7";"0";"163"
"Saint Vincent and the Grenadines";"Week 23";"329";NULL;"67";"384.5";"0";"103"
"Sint Maarten (Dutch part)Ξ";"Week 12";NULL;NULL;"123";"307.5";"0";"40"
"Suriname#";"Week 26";NULL;NULL;"17";"3.2";"0";"539"
"Trinidad and Tobago";NULL;NULL;NULL;"0";"0";"0";"1,341"
"Turks and Caicos Islands %";"Week 25";NULL;NULL;"6";"12.5";"0";"48"
"Virgin Islands (UK)";"Week 19";NULL;NULL;"20";"62.5";"0";"32"
"Virgin Islands (US)^";"Week 27";NULL;NULL;"7";"6.7";"0";"105"
NULL;NULL;"3";NULL;"500";"57.4";"0";"7,276"
NULL;NULL;"302";NULL;"4,756";"344.1";"21";"89,169"
"NOTES";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Country/Territory";"Weeka";"0";NULL;NULL;"Inciden";"De";"Popula"
NULL;NULL;"0";NULL;"Confi";NULL;NULL;"X 1000"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";NULL;NULL;NULL;"0";"0";"0";"332"
"Costa Rica";NULL;NULL;NULL;"0";"0";"0";"4,872"
"El Salvador";"Week 27";"1";NULL;"8";"25.5";"0";"6,340"
"Guatemala";NULL;NULL;NULL;"0";"0";"0";"15,468"
"Honduras";NULL;NULL;NULL;"0";"0";"0";"8,098"
"Nicaragua";NULL;NULL;NULL;"0";"0";"0";"6,080"
"Panama";NULL;NULL;NULL;"0";"0";"0";"3,864"
"Subtotal";NULL;"1";NULL;"8";"3.6";"0";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";NULL;NULL;NULL;"0";"0";"0";"11,266"
"Dominican Republic";"Week 28";"193";NULL;"18";"1,859.0";"3";"10,404"
"French Guiana*";"Week 26";"0";NULL;"601";"241.4";"0";"249"
"Guadaloupe";"Week 26";"52";NULL;"1,328";"11,443.";"3";"466"
"Haiti";"Week 26";"51";NULL;"14";"502.5";"0";"10,317"
"Martinique";"Week 26";"43";NULL;"1,515";"11,154.";"12";"404"
"Puerto Rico";"Week 24";"301";NULL;"107";"11.1";"0";"3,688"
"Saint Barthelemy";"Week 26";"680";NULL;"142";"9,236.0";"0";"9"
"Saint Martin (French part)";"Week 26";"3";NULL;"793";"12,140.";"3";"36"
"Subtotal";NULL;"345";NULL;"4,518";"949.6";"21";"36,839"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 13";"0";NULL;"33";"206.3";"0";"16"
"Antigua and Barbuda";"Week 20";"0";NULL;"4";"4.4";"0";"90"
"Aruba&";"Week 27";"0";NULL;"3";"2.8";"0";"109"
"Bahamas";NULL;NULL;NULL;"0";"0";"0";"377"
"Barbados";NULL;NULL;NULL;"0";"0";"0";"289"
"Cayman Islands";NULL;NULL;NULL;"0";"0";"0";"54"
"Curacao";NULL;NULL;NULL;"0";"0";"0";"147"
"Dominica";"Week 25";"3";NULL;"141";"4,442.5";"0";"73"
"Grenada";"Week 26";"0";NULL;"5";"4.5";"0";"110"
"Guyana";"Week 23";"0";NULL;"16";"2";"0";"800"
"Jamaica";NULL;NULL;NULL;"0";"0";"0";"2,784"
"Montserrat";NULL;NULL;NULL;"0";"0";"0";"5"
"Saint Kitts and Nevis";"Week 21";"31";NULL;"28";"115.7";"0";"51"
"Saint Lucia";"Week 23";"214";NULL;"30";"149.7";"0";"163"
"Saint Vincent and the Grenadines";"Week 23";"329";NULL;"67";"384.5";"0";"103"
"Sint Maarten (Dutch part)Ξ";"Week 12";"0";NULL;"123";"307.5";"0";"40"
"Suriname#";"Week 26";"0";NULL;"17";"3.2";"0";"539"
"Trinidad and Tobago";NULL;NULL;NULL;"0";"0";"0";"1,341"
"Turks and Caicos Islands %";"Week 28";"0";NULL;"17";"35.4";"0";"48"
"Virgin Islands (UK)";"Week 19";"0";NULL;"20";"62.5";"0";"32"
"Virgin Islands (US)^";"Week 27";"0";NULL;"7";"6.7";"0";"105"
"Subtotal";NULL;"3";NULL;"511";"57.5";"0";"7,276"
"TOTAL";NULL;"350";NULL;"5,037";"398.8";"21";"89,169"
"Country/Territory";"Weeka";"0";NULL;NULL;"Inciden";"De";"Popula"
NULL;NULL;"0";NULL;"Confi";NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";NULL;NULL;NULL;"0";"0";"0";"69"
"Canada";NULL;NULL;NULL;"0";"0";"0";"35,182"
"United States of America >";"Week 29";"0";NULL;"236";"0.1";"0";"320,05"
"Subtotal";NULL;"0";NULL;"236";"0";"0";"355,30"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";NULL;NULL;NULL;"0";"0";"0";"332"
"Costa Rica";"Week 29";NULL;NULL;"1";"0";"0";"4,872"
"El Salvador";"Week 28";"1";NULL;"8";"28.1";"0";"6,340"
"Guatemala";NULL;NULL;NULL;"0";"0";"0";"15,468"
"Honduras";NULL;NULL;NULL;"0";"0";"0";"8,098"
"Nicaragua";NULL;NULL;NULL;"0";"0";"0";"6,080"
"Panama";NULL;NULL;NULL;"0";"0";"0";"3,864"
"Subtotal";NULL;"1";NULL;"9";"4";"0";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";NULL;NULL;NULL;"0";"0";"0";"11,266"
"Dominican Republic";"Week 27";"251";NULL;"71";"2,421.7";"3";"10,404"
"French Guiana*";"Week 28";"0";NULL;"881";"353.8";"0";"249"
"Guadaloupe";"Week 28";"63";NULL;"1,328";"13,804.";"7";"466"
"Haiti";"Week 27";"62";NULL;"14";"605.2";"0";"10,317"
"Martinique";"Week 28";"48";NULL;"1,515";"12,488.";"13";"404"
"Puerto Ricoe";"Week 25";"503";NULL;"182";"18.6";"0";"3,688"
"Saint Barthelemy";"Week 28";"730";NULL;"142";"9,797.8";"0";"9"
"Saint Martin (French part)";"Week 28";"3";NULL;"793";"12,476.";"3";"36"
"Subtotal";NULL;"431";NULL;"4,926";"1,183.7";"26";"36,839"
"Andean State";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";NULL;NULL;NULL;"0";"0";"0";"10,671"
"Colombia";NULL;NULL;NULL;"0";"0";"0";"48,321"
"Ecuador";NULL;NULL;NULL;"0";"0";"0";"15,738"
"Peru";NULL;NULL;NULL;"0";"0";"0";"30,376"
"Venezuela /";"Week 29";"0";NULL;"45";"0";"0";"30,405"
"Subtotal";NULL;"0";NULL;"45";"0";"0";"135,51"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 13";"0";NULL;"33";"206.3";"0";"16"
"Antigua and Barbuda";"Week 20";"0";NULL;"4";"4.4";"0";"90"
"Aruba&";"Week 27";"0";NULL;"3";"2.8";"0";"109"
"Bahamas";NULL;NULL;NULL;"0";"0";"0";"377"
"Barbados";NULL;NULL;NULL;"0";"0";"0";"289"
"Cayman Islands";NULL;NULL;NULL;"0";"0";"0";"54"
"Curacao";NULL;NULL;NULL;"0";"0";"0";"147"
"Dominica";"Week 25";"3";NULL;"141";"4,442.5";"0";"73"
"Grenada";"Week 26";"0";NULL;"5";"4.5";"0";"110"
"Guyana";"Week 23";"0";NULL;"16";"2";"0";"800"
"Jamaica";NULL;NULL;NULL;"0";"0";"0";"2,784"
"Montserrat";NULL;NULL;NULL;"0";"0";"0";"5"
"Saint Kitts and Nevis";"Week 21";"31";NULL;"28";"115.7";"0";"51"
"Saint Lucia";"Week 23";"214";NULL;"30";"149.7";"0";"163"
"Saint Vincent and the Grenadines";"Week 23";"329";NULL;"67";"384.5";"0";"103"
"Sint Maarten (Dutch part)Ξ";"Week 12";"0";NULL;"123";"307.5";"0";"40"
"Suriname#";"Week 26";"0";NULL;"17";"3.2";"0";"539"
"Trinidad and Tobago";NULL;NULL;NULL;"0";"0";"0";"1,341"
"Turks and Caicos Islands %";"Week 28";"0";NULL;"17";"35.4";"0";"48"
"Virgin Islands (UK)";"Week 19";"0";NULL;"20";"62.5";"0";"32"
"Virgin Islands (US)^";"Week 29";"0";NULL;"4";"3.8";"0";"105"
"Subtotal";NULL;"3";NULL;"508";"57.5";"0";"7,276"
"TOTAL";NULL;"436";NULL;"5,724";"76.3";"26";"579,98"
"Country/Territory";"a";"0";NULL;"Impor";"c";"De";"Popula"
NULL;"Week";NULL;NULL;NULL;NULL;NULL;NULL
NULL;NULL;"0";"Confi";"(conf";NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";NULL;NULL;"0";NULL;"0";"0";"69"
"Canada";NULL;NULL;"0";NULL;"0";"0";"35,182"
"Mexico";"Week 24";NULL;"0";"1";"0";"0";"118,12"
"United States of America >";"Week 30";NULL;"2";"282";"0";"0";"320,05"
NULL;NULL;"0";"2";"283";"0";"0";"473,43"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
